combined,sentiment
Cedele sell no egg chocolate cake.,1
I love the meals there it was excellent,5
Love it here. Keep it up,5
love this.How about you,5
Coffee not bad but ex$,3
Very high Quality foocd and drink,5
I love cedele's cakes!!!,5
I like their rice salads.,4
Good location for meeting up!,4
Fan of thins and soup..yummy,5
"Fine dining, healthy meal",4
Expensive but unique..,4
Love Cedele  Cakes!,5
good tea，good place。,4
Good vegetarian options,4
Nice cofee,4
Good.,4
Service crew not friendly,1
The service is bad.,1
Standard has plummeted.,3
Love the salad!,5
Service is not the best.,3
Goodfood,5
So so bakery cafe.,3
Ok,3
Cake so..so..,3
Love the salads,5
Nice breakfast,4
Good testy food,4
lously service,1
Mouth melts � …,1
Pricey bakery,4
Bad service. They put my coffee and bread on a wood tray and collected rubbish on the same tray. That wood tray supposed to put clean bread on it. Very dirty and messy place and poor service. They even removed cake set when they saw …,1
Ham was the new addition together with older ones on the menu like falafel.,5
"Friendly staff, delicious bakery and yummy matcha latte.

Cant ask for a better combo",4
"(Translated by Google) The bread is delicious and the sandwiches are good too.

(Original)
面包好吃,三明治也不錯.",4
"Super disappointed with the service at one raffles Quay branch. Once they ask me to use voucher for amount less than the voucher and another time, they didn't give me 15% discount on my birthday month. Honestly what's the point of having …",1
Gritty chai latte. Absolutely disgusting. Don’t waste your money.,1
"Had my ham & cheese croissant for breakfast here and it was delicious.

Price was $5.50 which was expected for a business/office area. Overall good experience.",4
Same glove that handles counter terminals prepares my salmon sandwich!! Yucks! Will not go back again!!!,1
Nice place to spend some time. Love cupcakes and coffe here. Great place . Staff is gud,5
Probably my last sandwich there .. they have shrunk their sandwiches for pygmies,2
One of my top places for sandwich and espresso.,5
Of all the cedele outlets I went to. This is the worst. The food quality is not up to standard. I order the same pesto chicken wrap and it was so dry that for the most part of it I just leave it uneaten. …,1
Good spot for a quick fix lunch. A no fuss menu with plenty of options and fast turn around. Sandwiches all made on the spot and to order. Plenty of vegetarian options available,4
"Worst and rude service ever. My friend had an issue on their service, so she wrote to Cedele through their webpage. Its been more than a month and no response till date..now that's called ""pathetic customer service""!!!",1
Changing sauce from mayonnaise to mustard costs $1.50. Daylight robbery. Lady operator is unfriendly.,1
"The WORST customer service I have experienced in a long while. Too long to explain here, but just infuriating. There are many other options nearby - I highly suggest you choose one of those.",1
Love the soup options in Cedele.  Worth the money,5
Nice pull pork sandwich,4
"Tried the chocolate banana espresso cake & lemongrass tea. Chocolate Banana Espresso Cake not only SHRANK in size, but increased in price to $9.3 from $8.5/8.9 (can’t remember). Cake’s good though. But still disappointed in the small slice …",3
Ordered via Foodpanda self pick up as they have good discount. The food was really yummy. Love their muffins!,5
"Went to paragon outlet for takeaway on weekday afternoon. I noticed there's a table of 2 ladies, who ordered a cup of coffee n a piece of cake. One of them have a sip of her bubble tea (bought elsewhere). The cashier immediately said (a bit …",2
"Nice staff so 2 stars. Other than that, not worth it. I'm a big fan of Cedele but the location at paragon is now so downsized and meager on ingredients that UT doesn't warrant the price. Novena still the best.",2
Very rude service staff. I am a regular customer. The usual lady staff is pleasant. But there was a male service staff today and he was very rude. Never had such an unpleasant experience before. I am shocked by his poor attitude. He tore up the qr code sticker that was right in front of me and threw it onto the ground.,2
"Service is extremely poor, was asking for sugar the staff name Susan told us to look for ourself. Even accuse us saying we were drinking drink from other stall, which we don’t even open up the drink cover at all. Kindly avoid the CEDELE BAKERY CAFE! We pay for the food but service too, not a bad attitude.",1
"Had pretty high expectations from their cakes considering I've had their ondeh ondeh cake before which was really moist and fragrant, this Pure Matcha Cake was sadly a little disappointing. (Coffee + Cake Set: $10.50) …",3
Celede new outlet at Paragon basement food hall. To me the Cedele brand has declined. The service and staff working attitude is poor. The food is ot as delicious as before.,2
"Went there in December for a takeaway and changed it to a dine in. Wanted to grab the bag and dine in at an available table and the counter personnel, Mimi, noticed it. She swiftly sent me a plate and cutlery to make my dining easier. …",5
"The food was yummy!

Especially the red pepper tomato soup and the avocado smoked salmon thins - lovely stuff",5
staff is very friendly and approachable and fast at serving. the 3 ladies did a very excellent job. would come again to buy foods and drinks there.,5
